OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL1,SOL_CAL2,SOL_CAL3,SOL_CAL4,SOL_CAL5,SOL_CAL6,SOL_CAL7,SOL_CAL8,SOL_CAL9,SOL_CAL10,SOL_PH1,SOL_PH2,SOL_PH3,SOL_PH4,SOL_PH5,SOL_PH6,SOL_PH7,SOL_PH8,SOL_PH9,SOL_PH10
114,VT065,4,HADLEY,MA0022,8,3,B,1828.800049,0.5,0.5,VFSL-VFS-S,279.4,1.35,0.16,190,2.03,7,29.23,63.77,1.29,0.01,0.49,0,1727.2,1.35,0.09,280,0.68,6,6,88,1.29,0.06,0.49,0,1828.8,1.35,0.05,400,0.23,4.5,1.49,94.01,1.29,0.15,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,VT065,6,MERRIMAC,MA0026,7,4,A,1524,0.5,0.5,FSL-SL-GR--LS-S,381,1.15,0.16,270,1.74,5,34.48,60.52,9.79,0.01,0.24,0,558.8,1.3,0.14,400,0.58,2.5,31.23,66.28,10.92,0.08,0.24,0,660.4,1.3,0.09,450,0.19,2,16.41,81.59,15.69,0.16,0.17,0,1524,1.4,0.02,450,0.06,1.5,1.53,96.97,46.03,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,VT065,8,WAITSFIELD,VT0044,6,3,B,1651,0.5,0.5,SIL-VFSL-GRV-COS,228.6,1.33,0.18,20,1.45,8.5,58.04,33.46,3.83,0.01,0.32,0,508,1.33,0.13,120,0.48,8.5,26.06,65.44,3.83,0.09,0.43,0,1651,1.4,0.02,550,0.16,1.5,6.49,92.01,40,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,VT065,12,LAMOINE,ME0108,2,4,D,1651,0.5,0.5,SIL-SICL-SICL-SIC,177.8,1.05,0.22,6.5,3.2,22.5,52.72,24.78,1.01,0.01,0.32,0,431.8,1.33,0.19,3.2,1.02,32.5,47.82,19.68,1.27,0.03,0.49,0,533.4,1.6,0.18,2.3,0.29,32.5,47.82,19.68,1.52,0.13,0.49,0,1651,1.6,0.15,0.27,0.15,45,47.63,7.37,1.52,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,VT065,13,GRANGE,NH0054,1,3,C,1524,0.5,0.5,SIL-VFSL-FS,152.4,1.1,0.2,65,2.62,5.5,58.02,36.48,1.05,0.01,0.43,0,685.8,1.45,0.17,180,0.87,5.5,35.15,59.35,1.38,0.04,0.43,0,1524,1.5,0.05,600,0.29,3,0.62,96.38,10,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,VT066,4,BUCKLAND,VT0025,6,3,C,1778,0.5,0.5,STV-L-FSL-GR--FSL,228.6,0.85,0.11,85,3.2,7.5,45.18,47.32,40,0.01,0.28,0,635,1,0.13,230,0.87,7.5,27.18,65.32,12.69,0.04,0.37,0,1778,1.7,0.1,78,0.58,10.5,26.3,63.2,21.56,0.08,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,VT067,1,PEACHAM,VT0020,25,3,D,1651,0.5,0.5,MUCK-GR--SL-GR--SL,177.8,0.3,0.35,350,9.88,10,45,45,0,0.01,0.1,0,254,1.3,0.17,250,3.29,6.5,30.37,63.13,14.54,0.01,0.1,0,1651,1.9,0.12,140,1.1,6.5,30.37,63.13,19.91,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,VT068,13,SEARSPORT,ME0077,3,4,D,1651,0.5,0.5,MUCK-MK--S-COS-S,203.2,0.3,0.35,350,9.88,10,45,45,0,0.01,0.1,0,330.2,1.25,0.21,1150,6.69,3,1.51,95.49,6.31,0.01,0.1,0,1016,1.45,0.04,850,0.15,1,6.53,92.47,7.25,0.17,0.1,0,1651,1.45,0.03,600,0.15,1,1.54,97.46,19,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,VT068,15,ROUNDABOUT,ME0097,3,3,C,1651,0.5,0.5,SIL-VFSL-VFSL,177.8,1.05,0.22,9.4,3.78,10.5,68.4,21.1,2.04,0.01,0.43,0,762,1.45,0.16,59,1.16,10.5,28.13,61.37,2.8,0.02,0.64,0,1651,1.55,0.14,46,0.15,10.5,28.13,61.37,1.48,0.17,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,VT068,18,MOOSILAUKE,NH0043,3,3,C,1651,0.5,0.5,L-LS-S,203.2,1,0.18,100,3.2,7.5,45.18,47.32,6.1,0.01,0.24,0,508,1.42,0.13,550,1.07,4,15.98,80.02,10,0.03,0.24,0,1651,1.52,0.04,650,0.36,1,1.54,97.46,22.04,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,VT071,9,MEDOMAK,ME0088,3,3,D,1651,0.5,0.5,SIL-LVFS-LVFS,304.8,1.05,0.21,31,3.49,6,66.26,27.74,2.04,0.01,0.32,0,685.8,1.23,0.11,240,0.73,6,16.36,77.64,2.38,0.06,0.49,0,1651,1.4,0.11,210,0.58,6,16.36,77.64,2.7,0.08,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,VT072,7,NICHOLVILLE,NY0099,4,4,C,1778,0.5,0.5,SIL-VFSL-LVFS-SL,254,1.35,0.21,7.6,2.33,10,68.78,21.22,3.97,0.01,0.49,0,457.2,1.35,0.15,73,0.78,10,28.29,61.71,3.97,0.05,0.64,0,762,1.55,0.09,74,0.26,10,10,80,4.53,0.14,0.64,0,1778,1.55,0.1,54,0.09,10,23.44,66.56,4.53,0.2,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,VT072,10,WONSQUEAK,ME0121,4,3,D,1651,0.5,0.5,MUCK-MUCK-SIL,203.2,0.3,0.35,29,9.88,10,45,45,0,0.01,0.1,0,812.8,0.3,0.35,230,9.88,10,45,45,0,0.01,0.1,0,1651,1.6,0.17,3.7,0.58,17.5,53.35,29.15,9.42,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,VT075,13,BUCKSPORT,ME0122,2,3,D,1651,0.5,0.5,MUCK-MUCK-MUCK,304.8,0.3,0.35,130,9.88,10,45,45,0,0.01,0.1,0,635,0.3,0.35,260,9.88,10,45,45,0,0.01,0.1,0,1651,0.3,0.35,140,9.88,10,45,45,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,VT078,5,STOCKBRIDGE,CT0011,8,4,C,1651,0.5,0.5,L-SIL-SIL-GRV-FSL,254,1.13,0.16,43,2.33,11.5,43.23,45.27,10.48,0.01,0.28,0,711.2,1.52,0.16,8.3,0.78,11.5,56.14,32.36,17.09,0.05,0.37,0,1066.8,1.73,0.14,6.3,0.26,11.5,56.14,32.36,22.73,0.14,0.24,0,1651,1.73,0.08,35,0.09,10.5,26.3,63.2,32.93,0.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,VT078,19,UDORTHENTS,DE0214,2,1,D,25.39999962,0.5,0.5,,25.4,0,0,240,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,VT079,2,MONARDA,ME0012,16,3,D,1651,0.5,0.5,STV-SIL-GR--SIL-GR--SIL,76.2,1.15,0.12,7.2,2.33,14,55.62,30.38,40,0.01,0.2,0,431.8,1.5,0.16,7.4,1.16,14,55.62,30.38,19.99,0.02,0.28,0,1651,1.83,0.14,4,0.15,14,55.62,30.38,23.31,0.17,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,VT079,3,PLAISTED,ME0008,9,3,C,1651,0.5,0.5,STV-SIL-GR--SIL-GR--SIL,25.4,1.1,0.11,34,0.58,5.5,58.02,36.48,40,0.08,0.2,0,660.4,1.1,0.16,32,1.89,5.5,58.02,36.48,14.09,0.01,0.24,0,1651,1.75,0.14,27,0.29,5.5,58.02,36.48,20.69,0.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,VT079,10,HOWLAND,ME0005,3,3,C,1651,0.5,0.5,SIL-SIL-GR--SIL,152.4,1.05,0.19,67,3.2,5.5,58.02,36.48,8.85,0.01,0.24,0,609.6,1.15,0.16,48,1.02,5.5,58.02,36.48,14.63,0.03,0.24,0,1651,1.75,0.14,33,0.29,5.5,58.02,36.48,20.69,0.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,VT079,13,WINNECOOK,ME0073,3,4,C,889,0.5,0.5,SIL-CN--SIL-CNV-SIL-UWB,228.6,1.05,0.18,34,2.91,7.5,58.67,33.83,9,0.01,0.28,0,711.2,1.25,0.11,17,1.02,6.5,59.31,34.19,43.23,0.03,0.28,0,863.6,1.25,0.08,12,0.15,6.5,59.31,34.19,54.81,0.17,0.28,0,889,2.5,0.01,400,0.05,5,25,70,98,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,VT079,14,THORNDIKE,ME0095,3,3,C,457.2000122,0.5,0.5,STV-SIL-CN--SIL-UWB,50.8,1.05,0.11,18,0.58,7.5,58.67,33.83,40,0.08,0.17,0,431.8,1.15,0.1,14,1.31,7.5,58.67,33.83,47.52,0.02,0.17,0,457.2,2.5,0.01,60,0.44,5,25,70,98,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,VT080,13,CANAAN,NH0057,3,3,C,457.2000122,0.5,0.5,STV-SL-GRV-FSL-UWB,76.2,1.1,0.08,280,0,4,30.91,65.1,40,0.23,0.2,0,431.8,1.45,0.08,230,0,3,35.21,61.79,47.17,0.23,0.17,0,457.2,2.5,0.01,450,0,5,25,70,98,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,VT080,17,CHOCORUA,NH0022,2,3,D,1651,0.5,0.5,PEAT-HM-GR--S,203.2,0.3,0.25,230,9.88,10,45,45,0.63,0.01,0.01,0,863.6,0.3,0.35,130,3.29,10,45,45,0.83,0.01,0.01,0,1651,1.35,0.07,550,1.1,3,1.51,95.49,11.3,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,VT081,3,MACHIAS,ME0033,10,3,B,1651,0.5,0.5,FSL-GR--SL-GRV-S,152.4,1,0.16,160,2.33,8.5,26.89,64.61,10.48,0.01,0.17,0,508,1.05,0.1,120,0.73,8.5,23.76,67.74,22.65,0.06,0.1,0,1651,1.55,0.02,450,0.15,2.5,1.52,95.98,45.37,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,VT081,4,MASARDIS,ME0069,8,4,A,1651,0.5,0.5,FSL-GR--SL-GRX-COS-GRX-CO,25.4,1,0.12,150,0.58,8.5,26.89,64.61,8.41,0.08,0.17,0,279.4,1.05,0.11,150,1.45,8.5,23.76,67.74,23.23,0.01,0.1,0,431.8,1.2,0.03,450,0.73,4.5,3.88,91.62,53.46,0.06,0.1,0,1651,1.55,0.01,450,0.15,2.5,6.43,91.07,59.74,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,VT081,8,METALLAK,NH0055,5,3,B,1524,0.5,0.5,VFSL-VFSL-FS,279.4,1.23,0.18,350,2.62,6.5,26.63,66.87,1.17,0.01,0.43,0,584.2,1.35,0.17,240,0.87,5.5,35.15,59.35,1.29,0.04,0.28,0,1524,1.5,0.04,700,0.29,1,0.63,98.37,10,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,VT081,9,MADAWASKA,ME0018,5,3,B,1651,0.5,0.5,VFSL-FSL-FS,50.8,1.1,0.18,250,3.2,8,26.2,65.8,3.26,0.01,0.28,0,711.2,1.25,0.16,170,1.31,7,27.33,65.67,3.68,0.02,0.28,0,1651,1.45,0.05,700,0.15,2.5,0.62,96.88,4.25,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,VT081,12,GROVETON,NH0047,5,3,B,1651,0.5,0.5,VFSL-FSL-FS,76.2,1.15,0.19,300,2.33,5.5,35.15,59.35,1.1,0.01,0.32,0,711.2,1.35,0.15,180,0.78,5.5,34.3,60.2,2.61,0.05,0.32,0,1651,1.4,0.05,600,0.26,3,0.62,96.38,2.7,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,VT082,1,ONDAWA,ME0010,15,3,B,1651,0.5,0.5,FSL-FSL-GRV-COS,228.6,1.27,0.2,400,3.49,5,34.48,60.52,1.22,0.01,0.24,0,762,1.3,0.18,250,1.74,5,34.48,60.52,1.24,0.01,0.37,0,1651,1.4,0.04,550,1.02,1.5,6.49,92.01,40,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,VT082,2,CORNISH,ME0079,11,3,C,1651,0.5,0.5,VFSL-VFSL-LVFS,304.8,1.15,0.18,170,2.91,9.5,28.45,62.05,0,0.01,0.32,0,889,1.2,0.14,110,0.73,8.5,28.76,62.74,0,0.06,0.49,0,1651,1.3,0.1,270,0.29,6,16.36,77.64,0,0.13,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,VT082,6,CHARLES,ME0082,3,2,C,1651,0.5,0.5,SIL-VFSL,152.4,1.13,0.22,15,4.36,10,68.78,21.22,0,0.01,0.32,0,1651,1.25,0.16,96,1.45,10,28.29,61.71,0,0.01,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,VT082,7,NAUMBURG,NY0047,3,3,C,1778,0.5,0.5,LS-S-COS,482.6,1.35,0.19,750,2.91,3,16.2,80.8,2.61,0.01,0.17,0,1041.4,1.35,0.07,600,0.97,3,1.51,95.49,2.61,0.04,0.17,0,1778,1.55,0.04,650,0.32,3,6.39,90.61,2.99,0.12,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,VT082,8,LOVEWELL,ME0081,2,3,B,1651,0.5,0.5,VFSL-VFSL-LVFS,355.6,1.15,0.18,230,2.91,8,28.92,63.08,1.1,0.01,0.32,0,558.8,1.17,0.14,150,0.73,8.5,28.76,62.74,1.12,0.06,0.49,0,1651,1.3,0.09,270,0.29,6,16.36,77.64,1.24,0.13,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
