OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL1,SOL_CAL2,SOL_CAL3,SOL_CAL4,SOL_CAL5,SOL_CAL6,SOL_CAL7,SOL_CAL8,SOL_CAL9,SOL_CAL10,SOL_PH1,SOL_PH2,SOL_PH3,SOL_PH4,SOL_PH5,SOL_PH6,SOL_PH7,SOL_PH8,SOL_PH9,SOL_PH10
147,VT082,10,SUNDAY,ME0083,2,2,A,1651,0.5,0.5,LFS-FS,101.6,1.4,0.13,700,1.16,2.5,16.78,80.72,1.34,0.02,0.15,0,1651,1.4,0.04,750,0.15,1,0.63,98.37,4.11,0.17,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,VT082,13,VASSALBORO,ME0048,3,2,D,1651,0.5,0.5,MPT-FB,431.8,0.3,0.35,280,9.88,10,45,45,0,0.01,0.1,0,1651,0.1,0.25,190,9.88,10,45,45,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,VT082,14,HERMON,ME0002,3,4,A,1651,0.5,0.5,STV-SL-FSL-GRV-COS-GRV-CO,25.4,1.02,0.09,280,0.58,4,30.91,65.1,40,0.08,0.1,0,177.8,1.02,0.17,300,2.91,4,34.85,61.15,10,0.01,0.1,0,762,1.08,0.04,300,1.02,4.5,3.88,91.62,42.5,0.03,0.1,0,1651,1.4,0.02,400,0.15,2.5,6.43,91.07,47.22,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,VT082,17,FRYEBURG,ME0117,2,4,B,1651,0.5,0.5,VFSL-VFSL-LVFS-SIL,279.4,1.23,0.17,250,2.33,7.5,29.08,63.42,1.17,0.01,0.32,0,558.8,1.13,0.15,200,1.45,7.5,29.08,63.42,1.08,0.01,0.49,0,1270,1.2,0.11,190,1.02,7.5,15,77.5,1.15,0.03,0.49,0,1651,1.4,0.17,28,0.58,1.5,69.43,29.07,7.02,0.08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,VT082,19,CROGHAN,NY0031,2,3,B,1828.800049,0.5,0.5,LFS-S-FS,177.8,1.3,0.17,950,3.2,2.5,16.78,80.72,1.24,0.01,0.17,0,914.4,1.35,0.07,850,1.07,2.5,1.52,95.98,6.78,0.03,0.17,0,1828.8,1.35,0.04,850,0.36,2.5,0.62,96.88,6.78,0.12,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,VT082,21,COLONEL,ME0107,2,3,C,1651,0.5,0.5,STV-FSL-FSL-GR--FSL,25.4,1.05,0.09,160,0.58,6.5,27.48,66.03,40,0.08,0.17,0,431.8,1.3,0.13,180,1.31,6.5,27.48,66.03,19.11,0.02,0.24,0,1651,1.8,0.1,120,0.15,6.5,27.48,66.03,24.65,0.17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,VT083,9,GREENWOOD,MI0143,5,2,A,1524,0.5,0.5,MPT-MPT,152.4,0.3,0.35,28,9.88,10,45,45,0,0.01,0.1,0,1524,0.3,0.35,220,9.88,10,45,45,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,VT083,10,PODUNK,ME0050,5,3,B,1651,0.5,0.5,FSL-FSL-GRV-COS,254,1.27,0.2,240,3.49,8,27.03,64.97,0,0.01,0.24,0,762,1.3,0.16,190,1.02,6.5,27.48,66.03,0,0.03,0.37,0,1651,1.4,0.03,500,0.58,3,6.39,90.61,40,0.08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,VT083,13,AU GRES,MI0109,4,3,B,1524,0.5,0.5,LS-LS-S,330.2,1.42,0.11,110,1.74,12.5,4.23,83.27,7.13,0.01,0.15,0,762,1.6,0.08,160,0.47,8,8.97,83.03,7.94,0.09,0.1,0,1524,1.6,0.04,600,0.15,4,1.49,94.51,7.94,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,VT084,7,HAVEN,NY0002,4,3,B,1524,0.5,0.5,VFSL-GR--SL-LFS,482.6,1.25,0.16,96,2.33,11.5,25.2,63.3,6.31,0.01,0.32,0,711.2,1.4,0.11,62,0.78,10,23.44,66.56,14.97,0.05,0.24,0,1524,1.55,0.1,500,0.26,1.5,16.96,81.54,10,0.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,VT084,8,UNADILLA,NH0046,4,3,B,1524,0.5,0.5,VFSL-VFSL-VFSL,76.2,1.35,0.18,110,2.62,10,28.29,61.71,1.29,0.01,0.49,0,609.6,1.35,0.15,84,0.87,9.5,28.45,62.05,1.29,0.04,0.64,0,1524,1.55,0.14,56,0.29,9.5,28.45,62.05,1.48,0.13,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,VT084,11,SCIO,NY0221,4,3,B,1828.800049,0.5,0.5,SIL-VFSL-GRV-S,228.6,1.35,0.22,15,2.91,8.5,69.93,21.57,1.29,0.01,0.49,0,1016,1.35,0.14,110,0.97,8.5,28.76,62.74,1.29,0.04,0.24,0,1828.8,1.55,0.03,600,0.32,2.5,1.52,95.98,40,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,VT086,3,LANESBORO,MA0095,8,3,C,1524,0.5,0.5,STV-SIL-CN--SIL-CN--SIL,50.8,1.1,0.11,19,0,7,58.99,34.01,40,0.23,0.2,0,736.6,1.38,0.13,16,0,7,58.99,34.01,20.72,0.23,0.37,0,1524,1.83,0.12,16,0,6.5,59.31,34.19,27.81,0.23,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,VT086,8,TACONIC,NY0322,4,3,C,381,0.5,0.5,STV-L-CN--L-UWB,127,1.25,0.11,23,2.33,18.5,38.54,42.96,40,0.01,0.24,0,355.6,1.35,0.08,14,0.29,18.5,38.54,42.96,47.53,0.13,0.24,0,381,2.5,0.01,500,0.1,5,25,70,98,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,VT086,12,BRAYTON,ME0101,3,3,C,1651,0.5,0.5,STV-SIL-FSL-FSL,101.6,1.15,0.12,29,3.49,7,58.99,34.01,40,0.01,0.2,0,584.2,1.52,0.12,180,0.73,7,27.33,65.67,23.46,0.06,0.32,0,1651,1.85,0.1,110,0.15,7,27.33,65.67,27.1,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,VT086,17,FLUVAQUENTS,DE0202,2,1,D,25.39999962,0.5,0.5,,25.4,0,0,89,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,VT087,1,SAPRISTS,NY8006,28,1,A,1778,0.5,0.5,MUCK,1778,0.3,0.35,38,9.88,10,45,45,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,VT087,3,AQUENTS,NY8007,12,2,D,1778,0.5,0.5,L-SIL,228.6,1.23,0.19,81,6.4,17.5,39.47,43.03,4.79,0.01,0.37,0,1778,1.4,0.17,4.6,1.45,26.5,50,23.5,15.91,0.01,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,VT087,4,WAYLAND,NY0078,12,3,C,1828.800049,0.5,0.5,SIL-SICL-SIL,177.8,1.23,0.23,2.5,2.62,25,65.77,9.23,1.17,0.01,0.43,0,965.2,1.35,0.21,1.1,1.16,27.5,65.34,7.16,1.29,0.02,0.43,0,1828.8,1.4,0.19,1.2,0.87,20,68.57,11.43,13.3,0.04,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,VT087,7,SODUS,NY0013,2,3,C,1828.800049,0.5,0.5,L-VFSL-GR--VFSL,177.8,1.25,0.16,44,2.62,11.5,43.23,45.27,11.74,0.01,0.28,0,508,1.35,0.12,66,0.87,11.5,25.2,63.3,19.16,0.04,0.2,0,1828.8,1.85,0.09,33,0.29,11.5,25.2,63.3,33.12,0.13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,VT087,8,IRA,NY0039,2,4,C,1524,0.5,0.5,FSL-GR--FSL-GR--FSL-GR--F,203.2,1.25,0.15,91,2.33,11.5,26.01,62.49,10.55,0.01,0.28,0,508,1.35,0.12,65,0.78,11.5,26.01,62.49,19.16,0.05,0.2,0,1016,1.85,0.1,37,0.26,11.5,26.01,62.49,24.51,0.14,0.2,0,1524,1.8,0.07,24,0.09,11.5,26.01,62.49,46.43,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,VT087,10,COLONIE,NY0086,2,3,A,2032,0.5,0.5,LVFS-FS-FS,203.2,1.35,0.11,850,0.87,1.5,16.92,81.58,1.29,0.04,0.17,0,1600.2,1.35,0.04,850,0.29,1.5,0.63,97.87,1.29,0.13,0.17,0,2032,1.55,0.04,900,0.1,1.5,0.63,97.87,1.48,0.19,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,VT087,11,BEACHES,DC0002,2,2,D,1524,0.5,0.5,S-COS,152.4,1.6,0.03,1000,0.03,0.5,1.55,97.95,7.94,0.22,0.05,2,1524,1.6,0.03,800,0.03,0.5,6.56,92.94,7.94,0.22,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,VT087,14,SUN,NY0051,1,3,D,1828.800049,0.5,0.5,L-GR--FSL-GR--FSL,228.6,1.25,0.18,97,5.23,11.5,43.23,45.27,7.51,0.01,0.28,0,914.4,1.35,0.1,69,0.29,11.5,26.01,62.49,19.16,0.13,0.2,0,1828.8,1.65,0.08,55,0.29,11.5,26.01,62.49,35,0.13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,VT087,16,WILLIAMSON,NY0056,3,4,C,1524,0.5,0.5,SIL-VFSL-VFSL-VFSL,203.2,1.25,0.22,7,2.62,11,68.02,20.98,1.2,0.01,0.49,0,508,1.25,0.15,61,0.87,11,27.98,61.02,1.2,0.04,0.64,0,1219.2,1.45,0.14,40,0.29,11,27.98,61.02,1.38,0.13,0.64,0,1524,1.45,0.13,34,0.1,11,27.98,61.02,1.38,0.19,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,VT088,14,HAMLIN,NY0074,2,4,B,2159,0.5,0.5,SIL-VFSL-VFSL-VFSL,228.6,1.27,0.23,3.6,2.33,13,72.68,14.32,1.22,0.01,0.49,0,508,1.3,0.15,55,0.78,11.5,27.82,60.68,1.24,0.05,0.49,0,914.4,1.3,0.14,36,0.26,11.5,27.82,60.68,1.24,0.14,0.49,0,2159,1.4,0.13,110,0.09,6.5,29.39,64.11,1.34,0.2,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,VT088,16,OAKVILLE,MI0038,2,3,A,1524,0.5,0.5,LFS-FS-S,177.8,1.42,0.09,260,0.73,8,6.57,85.43,2.75,0.06,0.17,0,863.6,1.48,0.05,500,0.24,5,0.61,94.39,1.41,0.14,0.15,0,1524,1.52,0.04,450,0.08,5,1.48,93.52,2.94,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,VT089,6,MANLIUS,NY0021,7,4,C,787.4000244,0.5,0.5,CN--SIL-CNV-SIL-CNV-SIL-U,152.4,1.25,0.14,15,1.74,12,55.82,32.18,29.39,0.01,0.28,0,457.2,1.35,0.08,7.7,0.29,12,55.82,32.18,53.21,0.13,0.2,0,762,1.83,0.08,5.8,0.1,12,55.82,32.18,55,0.19,0.2,0,787.4,2.5,0.01,140,0.03,5,25,70,98,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,VT089,15,HOOSIC,NY0090,2,3,A,1524,0.5,0.5,SL-GR--SL-GRV-S,152.4,1.25,0.16,400,2.33,5.5,30.58,63.92,11.74,0.01,0.24,0,558.8,1.4,0.09,260,0.78,5.5,30.58,63.92,38.04,0.05,0.17,0,1524,1.55,0.02,450,0.26,2.5,1.52,95.98,54.5,0.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,VT089,16,SCRIBA,NY0049,2,3,C,1828.800049,0.5,0.5,L-GR--FSL-GR--FSL,330.2,1.25,0.16,62,2.91,9.5,44.2,46.3,11.74,0.01,0.28,0,1219.2,1.85,0.09,54,0.97,9.5,26.59,63.91,42.33,0.04,0.2,0,1828.8,1.8,0.08,46,0.32,9.5,26.59,63.91,44.12,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,VT090,1,NASSAU,NY0093,22,3,C,457.2000122,0.5,0.5,SIL-CNV-SIL-UWB,76.2,1.25,0.17,70,2.33,5.5,58.02,36.48,11.74,0.01,0.32,0,431.8,1.35,0.09,37,0.29,5.5,58.02,36.48,50.84,0.13,0.2,0,457.2,2.5,0.01,550,0.1,5,25,70,98,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,VT090,11,UDIFLUVENTS,DE0209,2,1,D,25.39999962,0.5,0.5,,25.4,0,0,500,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,VT091,4,URBAN LAND,DC0035,8,1,D,152.3999939,0.5,0.5,VAR,152.4,1.5,0.1,500,0,15,30,55,20,0.23,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
